id,proveedor_id,sku_id,precio_negociado,fecha_inicio,fecha_fin,estado
44,2,330,410666.29,2024-01-01,2025-12-31,ACTIVO
45,2,337,445651.67,2024-01-01,2025-12-31,ACTIVO
46,2,172,154523.91,2024-01-01,2025-12-31,ACTIVO
47,2,281,330258.07,2024-01-01,2025-12-31,ACTIVO
48,2,470,440336.75,2024-01-01,2025-12-31,ACTIVO
49,2,55,361921.86,2024-01-01,2025-12-31,ACTIVO
50,2,25,78224.14,2024-01-01,2025-12-31,ACTIVO
51,2,75,429909.61,2024-01-01,2025-12-31,ACTIVO
52,2,138,319091.68,2024-01-01,2025-12-31,ACTIVO
53,2,13,377474.24,2024-01-01,2025-12-31,ACTIVO
54,2,197,130623.8,2024-01-01,2025-12-31,ACTIVO
55,2,139,328638.83,2024-01-01,2025-12-31,ACTIVO
56,2,492,173984.57,2024-01-01,2025-12-31,ACTIVO
57,2,124,244770.81,2024-01-01,2025-12-31,ACTIVO
58,3,336,367235.43,2024-01-01,2025-12-31,ACTIVO
59,3,410,226374.92,2024-01-01,2025-12-31,ACTIVO
60,3,428,15996.51,2024-01-01,2025-12-31,ACTIVO
61,3,156,427530.31,2024-01-01,2025-12-31,ACTIVO
62,3,453,252140.99,2024-01-01,2025-12-31,ACTIVO
63,3,364,86722.02,2024-01-01,2025-12-31,ACTIVO
64,3,329,287019.42,2024-01-01,2025-12-31,ACTIVO
65,3,236,449352.98,2024-01-01,2025-12-31,ACTIVO
66,3,433,425614.63,2024-01-01,2025-12-31,ACTIVO
67,3,200,214122.43,2024-01-01,2025-12-31,ACTIVO
68,3,267,52042.57,2024-01-01,2025-12-31,ACTIVO
69,3,281,1213.65,2024-01-01,2025-12-31,ACTIVO
70,3,258,407210.28,2024-01-01,2025-12-31,ACTIVO
71,3,229,76558.56,2024-01-01,2025-12-31,ACTIVO
72,3,409,6943.17,2024-01-01,2025-12-31,ACTIVO
73,3,359,261748.47,2024-01-01,2025-12-31,ACTIVO
74,3,422,166801.0,2024-01-01,2025-12-31,ACTIVO
75,3,90,62898.65,2024-01-01,2025-12-31,ACTIVO
76,3,222,345546.96,2024-01-01,2025-12-31,ACTIVO
77,3,212,59384.75,2024-01-01,2025-12-31,ACTIVO
78,3,254,443060.92,2024-01-01,2025-12-31,ACTIVO
79,3,335,216903.01,2024-01-01,2025-12-31,ACTIVO
80,4,333,162138.98,2024-01-01,2025-12-31,ACTIVO
81,4,123,51906.55,2024-01-01,2025-12-31,ACTIVO
82,4,376,40549.22,2024-01-01,2025-12-31,ACTIVO
83,4,496,246203.69,2024-01-01,2025-12-31,ACTIVO
84,4,171,219578.49,2024-01-01,2025-12-31,ACTIVO
85,4,81,259146.52,2024-01-01,2025-12-31,ACTIVO
86,4,40,124344.01,2024-01-01,2025-12-31,ACTIVO
87,4,353,80001.53,2024-01-01,2025-12-31,ACTIVO
88,4,407,122648.57,2024-01-01,2025-12-31,ACTIVO
89,4,349,218295.58,2024-01-01,2025-12-31,ACTIVO
90,4,55,97976.77,2024-01-01,2025-12-31,ACTIVO
91,4,197,32027.92,2024-01-01,2025-12-31,ACTIVO
92,4,317,135297.68,2024-01-01,2025-12-31,ACTIVO
93,4,110,403508.58,2024-01-01,2025-12-31,ACTIVO
94,4,338,142686.22,2024-01-01,2025-12-31,ACTIVO
95,4,131,53667.53,2024-01-01,2025-12-31,ACTIVO
96,4,287,312550.62,2024-01-01,2025-12-31,ACTIVO
97,4,416,77518.65,2024-01-01,2025-12-31,ACTIVO
98,4,276,67133.98,2024-01-01,2025-12-31,ACTIVO
99,4,115,872.52,2024-01-01,2025-12-31,ACTIVO
100,4,480,321019.26,2024-01-01,2025-12-31,ACTIVO
101,4,169,90351.58,2024-01-01,2025-12-31,ACTIVO
102,4,498,373180.61,2024-01-01,2025-12-31,ACTIVO
103,4,282,438843.45,2024-01-01,2025-12-31,ACTIVO
104,4,87,441931.51,2024-01-01,2025-12-31,ACTIVO
105,4,347,199527.43,2024-01-01,2025-12-31,ACTIVO
106,4,139,325209.12,2024-01-01,2025-12-31,ACTIVO
107,4,14,40618.62,2024-01-01,2025-12-31,ACTIVO
108,4,4,290915.99,2024-01-01,2025-12-31,ACTIVO
109,5,233,55851.01,2024-01-01,2025-12-31,ACTIVO
110,5,121,85013.24,2024-01-01,2025-12-31,ACTIVO
111,5,276,254230.23,2024-01-01,2025-12-31,ACTIVO
112,5,114,99750.93,2024-01-01,2025-12-31,ACTIVO
113,5,153,77012.51,2024-01-01,2025-12-31,ACTIVO
114,5,445,413254.78,2024-01-01,2025-12-31,ACTIVO
115,5,69,305152.92,2024-01-01,2025-12-31,ACTIVO
116,5,446,432828.47,2024-01-01,2025-12-31,ACTIVO
117,5,90,10922.93,2024-01-01,2025-12-31,ACTIVO
118,5,101,301011.84,2024-01-01,2025-12-31,ACTIVO
119,5,188,111335.78,2024-01-01,2025-12-31,ACTIVO
120,5,273,261983.66,2024-01-01,2025-12-31,ACTIVO
121,5,479,370317.26,2024-01-01,2025-12-31,ACTIVO
122,5,320,320485.19,2024-01-01,2025-12-31,ACTIVO
123,5,392,3701.44,2024-01-01,2025-12-31,ACTIVO
124,5,87,315789.82,2024-01-01,2025-12-31,ACTIVO
125,5,150,448116.1,2024-01-01,2025-12-31,ACTIVO
126,5,275,254545.35,2024-01-01,2025-12-31,ACTIVO
127,5,274,435785.02,2024-01-01,2025-12-31,ACTIVO
128,5,415,101455.42,2024-01-01,2025-12-31,ACTIVO
129,5,12,15939.78,2024-01-01,2025-12-31,ACTIVO
130,5,36,78304.29,2024-01-01,2025-12-31,ACTIVO
131,5,147,35379.29,2024-01-01,2025-12-31,ACTIVO
132,5,407,449628.01,2024-01-01,2025-12-31,ACTIVO
133,5,136,107426.08,2024-01-01,2025-12-31,ACTIVO
134,5,478,353873.87,2024-01-01,2025-12-31,ACTIVO
135,5,119,132599.39,2024-01-01,2025-12-31,ACTIVO
136,5,476,443317.63,2024-01-01,2025-12-31,ACTIVO
137,5,74,181248.39,2024-01-01,2025-12-31,ACTIVO
138,5,302,40109.83,2024-01-01,2025-12-31,ACTIVO
139,5,354,154935.76,2024-01-01,2025-12-31,ACTIVO
140,5,369,28116.38,2024-01-01,2025-12-31,ACTIVO
141,5,151,220076.61,2024-01-01,2025-12-31,ACTIVO
142,6,19,421906.59,2024-01-01,2025-12-31,ACTIVO
143,6,421,22597.2,2024-01-01,2025-12-31,ACTIVO
144,6,480,167138.79,2024-01-01,2025-12-31,ACTIVO
145,6,145,83774.22,2024-01-01,2025-12-31,ACTIVO
146,6,269,288624.13,2024-01-01,2025-12-31,ACTIVO
147,7,350,164013.17,2024-01-01,2025-12-31,ACTIVO
148,7,213,327663.47,2024-01-01,2025-12-31,ACTIVO
149,7,477,308136.93,2024-01-01,2025-12-31,ACTIVO
150,7,419,70614.47,2024-01-01,2025-12-31,ACTIVO
151,7,43,264747.49,2024-01-01,2025-12-31,ACTIVO
152,7,360,409539.2,2024-01-01,2025-12-31,ACTIVO
153,7,319,284094.4,2024-01-01,2025-12-31,ACTIVO
154,7,465,58916.39,2024-01-01,2025-12-31,ACTIVO
155,7,73,215994.28,2024-01-01,2025-12-31,ACTIVO
156,7,145,194046.31,2024-01-01,2025-12-31,ACTIVO
157,7,406,338507.43,2024-01-01,2025-12-31,ACTIVO
158,7,299,400157.38,2024-01-01,2025-12-31,ACTIVO
159,7,374,434545.76,2024-01-01,2025-12-31,ACTIVO
160,8,396,402205.76,2024-01-01,2025-12-31,ACTIVO
161,8,279,400374.77,2024-01-01,2025-12-31,ACTIVO
162,8,381,109097.67,2024-01-01,2025-12-31,ACTIVO
163,8,67,56051.75,2024-01-01,2025-12-31,ACTIVO
164,8,219,371148.49,2024-01-01,2025-12-31,ACTIVO
165,8,407,289375.6,2024-01-01,2025-12-31,ACTIVO
166,8,448,77998.53,2024-01-01,2025-12-31,ACTIVO
167,8,323,51136.57,2024-01-01,2025-12-31,ACTIVO
168,8,106,240711.84,2024-01-01,2025-12-31,ACTIVO
169,8,152,338263.72,2024-01-01,2025-12-31,ACTIVO
170,8,319,367060.21,2024-01-01,2025-12-31,ACTIVO
171,8,202,269267.11,2024-01-01,2025-12-31,ACTIVO
172,9,420,282577.85,2024-01-01,2025-12-31,ACTIVO
173,9,5,23288.06,2024-01-01,2025-12-31,ACTIVO
174,9,496,223498.67,2024-01-01,2025-12-31,ACTIVO
175,9,328,339260.32,2024-01-01,2025-12-31,ACTIVO
176,9,273,220888.82,2024-01-01,2025-12-31,ACTIVO
177,9,253,151769.67,2024-01-01,2025-12-31,ACTIVO
178,9,472,56987.96,2024-01-01,2025-12-31,ACTIVO
179,9,172,96084.29,2024-01-01,2025-12-31,ACTIVO
180,9,224,141221.14,2024-01-01,2025-12-31,ACTIVO
181,9,52,207301.73,2024-01-01,2025-12-31,ACTIVO
182,9,434,296855.1,2024-01-01,2025-12-31,ACTIVO
183,9,227,104082.98,2024-01-01,2025-12-31,ACTIVO
184,9,264,426789.32,2024-01-01,2025-12-31,ACTIVO
185,9,353,238699.3,2024-01-01,2025-12-31,ACTIVO
186,9,325,286197.64,2024-01-01,2025-12-31,ACTIVO
187,9,421,219245.82,2024-01-01,2025-12-31,ACTIVO
188,10,224,276876.71,2024-01-01,2025-12-31,ACTIVO
189,10,499,84492.86,2024-01-01,2025-12-31,ACTIVO
190,10,276,81922.93,2024-01-01,2025-12-31,ACTIVO
191,10,282,81396.05,2024-01-01,2025-12-31,ACTIVO
192,10,84,47041.11,2024-01-01,2025-12-31,ACTIVO
193,10,199,189413.78,2024-01-01,2025-12-31,ACTIVO
194,10,355,436281.5,2024-01-01,2025-12-31,ACTIVO
195,10,2,3096.1,2024-01-01,2025-12-31,ACTIVO
196,10,169,195785.15,2024-01-01,2025-12-31,ACTIVO
197,10,284,8697.35,2024-01-01,2025-12-31,ACTIVO
198,10,243,66142.63,2024-01-01,2025-12-31,ACTIVO
199,11,486,224094.11,2024-01-01,2025-12-31,ACTIVO
200,11,382,98487.0,2024-01-01,2025-12-31,ACTIVO
201,11,60,239454.47,2024-01-01,2025-12-31,ACTIVO
202,11,326,311827.41,2024-01-01,2025-12-31,ACTIVO
203,11,436,114279.66,2024-01-01,2025-12-31,ACTIVO
204,11,461,163952.03,2024-01-01,2025-12-31,ACTIVO
205,11,463,274542.32,2024-01-01,2025-12-31,ACTIVO
206,11,224,375624.48,2024-01-01,2025-12-31,ACTIVO
207,11,141,11433.03,2024-01-01,2025-12-31,ACTIVO
208,11,242,357724.8,2024-01-01,2025-12-31,ACTIVO
209,11,57,188531.74,2024-01-01,2025-12-31,ACTIVO
210,11,285,25070.3,2024-01-01,2025-12-31,ACTIVO
211,11,136,193231.11,2024-01-01,2025-12-31,ACTIVO
212,11,31,385489.15,2024-01-01,2025-12-31,ACTIVO
213,11,309,92832.28,2024-01-01,2025-12-31,ACTIVO
214,11,466,353095.02,2024-01-01,2025-12-31,ACTIVO
215,11,350,221492.67,2024-01-01,2025-12-31,ACTIVO
216,11,76,48301.09,2024-01-01,2025-12-31,ACTIVO
217,11,211,221850.16,2024-01-01,2025-12-31,ACTIVO
218,11,342,270990.56,2024-01-01,2025-12-31,ACTIVO
219,11,174,447346.38,2024-01-01,2025-12-31,ACTIVO
220,11,497,62082.24,2024-01-01,2025-12-31,ACTIVO
221,11,222,209085.54,2024-01-01,2025-12-31,ACTIVO
222,11,142,150288.21,2024-01-01,2025-12-31,ACTIVO
223,11,192,81235.21,2024-01-01,2025-12-31,ACTIVO
224,11,313,158731.52,2024-01-01,2025-12-31,ACTIVO
225,11,89,347461.38,2024-01-01,2025-12-31,ACTIVO
226,11,169,164812.32,2024-01-01,2025-12-31,ACTIVO
227,11,372,80241.22,2024-01-01,2025-12-31,ACTIVO
228,11,403,436263.44,2024-01-01,2025-12-31,ACTIVO
229,11,371,33795.54,2024-01-01,2025-12-31,ACTIVO
230,11,210,262560.3,2024-01-01,2025-12-31,ACTIVO
231,11,279,111815.46,2024-01-01,2025-12-31,ACTIVO
232,11,66,10360.17,2024-01-01,2025-12-31,ACTIVO
233,11,9,245643.4,2024-01-01,2025-12-31,ACTIVO
234,11,35,406100.97,2024-01-01,2025-12-31,ACTIVO
235,11,254,41016.5,2024-01-01,2025-12-31,ACTIVO
236,11,131,333808.21,2024-01-01,2025-12-31,ACTIVO
237,12,298,317591.15,2024-01-01,2025-12-31,ACTIVO
238,12,83,444711.08,2024-01-01,2025-12-31,ACTIVO
239,12,243,263161.35,2024-01-01,2025-12-31,ACTIVO
240,12,137,48814.83,2024-01-01,2025-12-31,ACTIVO
241,12,92,44545.12,2024-01-01,2025-12-31,ACTIVO
242,12,448,322302.34,2024-01-01,2025-12-31,ACTIVO
243,12,16,57721.72,2024-01-01,2025-12-31,ACTIVO
244,12,387,311993.83,2024-01-01,2025-12-31,ACTIVO
245,12,344,434698.69,2024-01-01,2025-12-31,ACTIVO
246,12,290,84770.09,2024-01-01,2025-12-31,ACTIVO
247,12,146,411815.18,2024-01-01,2025-12-31,ACTIVO
248,12,66,440281.39,2024-01-01,2025-12-31,ACTIVO
249,12,20,267728.7,2024-01-01,2025-12-31,ACTIVO
250,12,104,302946.86,2024-01-01,2025-12-31,ACTIVO
251,13,227,182966.03,2024-01-01,2025-12-31,ACTIVO
252,13,99,407360.66,2024-01-01,2025-12-31,ACTIVO
253,13,269,49359.89,2024-01-01,2025-12-31,ACTIVO
254,13,216,173547.49,2024-01-01,2025-12-31,ACTIVO
255,13,222,26251.87,2024-01-01,2025-12-31,ACTIVO
256,13,469,186209.64,2024-01-01,2025-12-31,ACTIVO
257,13,63,249524.87,2024-01-01,2025-12-31,ACTIVO
258,13,92,319186.28,2024-01-01,2025-12-31,ACTIVO
259,13,223,439797.12,2024-01-01,2025-12-31,ACTIVO
260,13,3,357124.66,2024-01-01,2025-12-31,ACTIVO
261,13,27,291564.68,2024-01-01,2025-12-31,ACTIVO
262,13,249,320305.94,2024-01-01,2025-12-31,ACTIVO
263,13,167,274443.77,2024-01-01,2025-12-31,ACTIVO
264,13,315,41771.03,2024-01-01,2025-12-31,ACTIVO
265,13,490,396718.48,2024-01-01,2025-12-31,ACTIVO
266,13,409,287696.63,2024-01-01,2025-12-31,ACTIVO
267,13,124,38327.52,2024-01-01,2025-12-31,ACTIVO
268,13,142,449717.53,2024-01-01,2025-12-31,ACTIVO
269,13,30,73934.32,2024-01-01,2025-12-31,ACTIVO
270,13,236,358564.15,2024-01-01,2025-12-31,ACTIVO
271,13,484,368335.17,2024-01-01,2025-12-31,ACTIVO
272,13,489,363011.01,2024-01-01,2025-12-31,ACTIVO
273,13,361,281563.75,2024-01-01,2025-12-31,ACTIVO
274,13,37,341973.31,2024-01-01,2025-12-31,ACTIVO
275,13,296,311903.74,2024-01-01,2025-12-31,ACTIVO
276,13,335,139278.38,2024-01-01,2025-12-31,ACTIVO
277,13,103,446603.29,2024-01-01,2025-12-31,ACTIVO
278,13,71,440022.95,2024-01-01,2025-12-31,ACTIVO
279,13,9,286502.74,2024-01-01,2025-12-31,ACTIVO
280,13,482,353814.8,2024-01-01,2025-12-31,ACTIVO
281,13,6,344451.87,2024-01-01,2025-12-31,ACTIVO
282,13,247,230823.85,2024-01-01,2025-12-31,ACTIVO
283,13,157,294221.49,2024-01-01,2025-12-31,ACTIVO
284,13,171,299655.68,2024-01-01,2025-12-31,ACTIVO
285,13,243,146209.5,2024-01-01,2025-12-31,ACTIVO
286,13,113,127066.27,2024-01-01,2025-12-31,ACTIVO
287,13,114,16380.89,2024-01-01,2025-12-31,ACTIVO
288,13,14,200375.91,2024-01-01,2025-12-31,ACTIVO
289,13,41,62995.82,2024-01-01,2025-12-31,ACTIVO
290,13,176,189650.68,2024-01-01,2025-12-31,ACTIVO
291,14,370,93927.42,2024-01-01,2025-12-31,ACTIVO
292,14,24,259052.46,2024-01-01,2025-12-31,ACTIVO
293,14,130,100805.54,2024-01-01,2025-12-31,ACTIVO
294,14,291,189264.17,2024-01-01,2025-12-31,ACTIVO
295,14,179,416314.53,2024-01-01,2025-12-31,ACTIVO
296,14,146,8310.01,2024-01-01,2025-12-31,ACTIVO
297,14,196,225702.16,2024-01-01,2025-12-31,ACTIVO
298,14,238,188131.04,2024-01-01,2025-12-31,ACTIVO
299,14,471,266095.54,2024-01-01,2025-12-31,ACTIVO
300,14,459,117056.96,2024-01-01,2025-12-31,ACTIVO
301,14,181,440060.07,2024-01-01,2025-12-31,ACTIVO
302,14,461,21351.24,2024-01-01,2025-12-31,ACTIVO
303,14,488,417513.45,2024-01-01,2025-12-31,ACTIVO
304,14,90,7574.61,2024-01-01,2025-12-31,ACTIVO
305,14,420,293806.07,2024-01-01,2025-12-31,ACTIVO
306,14,448,435153.05,2024-01-01,2025-12-31,ACTIVO
307,14,227,301167.79,2024-01-01,2025-12-31,ACTIVO
308,14,262,395125.57,2024-01-01,2025-12-31,ACTIVO
309,14,399,418365.44,2024-01-01,2025-12-31,ACTIVO
310,14,357,279380.61,2024-01-01,2025-12-31,ACTIVO
311,14,492,348118.33,2024-01-01,2025-12-31,ACTIVO
312,14,229,214191.34,2024-01-01,2025-12-31,ACTIVO
313,14,166,109339.26,2024-01-01,2025-12-31,ACTIVO
314,14,51,112210.64,2024-01-01,2025-12-31,ACTIVO
315,14,73,121246.21,2024-01-01,2025-12-31,ACTIVO
316,14,4,386240.14,2024-01-01,2025-12-31,ACTIVO
317,14,310,25699.6,2024-01-01,2025-12-31,ACTIVO
318,14,96,18541.12,2024-01-01,2025-12-31,ACTIVO
319,14,313,200475.15,2024-01-01,2025-12-31,ACTIVO
320,14,101,50772.56,2024-01-01,2025-12-31,ACTIVO
321,14,350,184821.27,2024-01-01,2025-12-31,ACTIVO
322,14,442,278103.92,2024-01-01,2025-12-31,ACTIVO
323,14,31,33615.41,2024-01-01,2025-12-31,ACTIVO
324,14,141,40189.27,2024-01-01,2025-12-31,ACTIVO
325,14,336,9006.63,2024-01-01,2025-12-31,ACTIVO
326,14,163,139120.7,2024-01-01,2025-12-31,ACTIVO
327,14,61,431359.97,2024-01-01,2025-12-31,ACTIVO
328,14,326,311514.17,2024-01-01,2025-12-31,ACTIVO
329,14,243,61939.38,2024-01-01,2025-12-31,ACTIVO
330,14,265,271973.66,2024-01-01,2025-12-31,ACTIVO
331,14,364,237868.1,2024-01-01,2025-12-31,ACTIVO
332,14,444,188796.48,2024-01-01,2025-12-31,ACTIVO
333,14,493,65562.25,2024-01-01,2025-12-31,ACTIVO
334,14,283,69662.3,2024-01-01,2025-12-31,ACTIVO
335,14,81,315360.6,2024-01-01,2025-12-31,ACTIVO
336,14,171,138001.49,2024-01-01,2025-12-31,ACTIVO
337,15,196,130237.78,2024-01-01,2025-12-31,ACTIVO
338,15,97,267040.87,2024-01-01,2025-12-31,ACTIVO
339,15,135,255857.5,2024-01-01,2025-12-31,ACTIVO
340,15,343,189222.12,2024-01-01,2025-12-31,ACTIVO
341,15,143,248510.53,2024-01-01,2025-12-31,ACTIVO
342,15,246,317294.2,2024-01-01,2025-12-31,ACTIVO
343,15,62,250259.56,2024-01-01,2025-12-31,ACTIVO
344,15,475,2253.82,2024-01-01,2025-12-31,ACTIVO
345,15,155,412011.4,2024-01-01,2025-12-31,ACTIVO
346,15,354,286217.53,2024-01-01,2025-12-31,ACTIVO
347,15,309,348998.83,2024-01-01,2025-12-31,ACTIVO
348,15,163,125166.08,2024-01-01,2025-12-31,ACTIVO
349,15,34,285406.89,2024-01-01,2025-12-31,ACTIVO
350,15,39,139902.1,2024-01-01,2025-12-31,ACTIVO
351,15,453,369669.14,2024-01-01,2025-12-31,ACTIVO
352,15,187,427979.42,2024-01-01,2025-12-31,ACTIVO
353,15,180,159175.41,2024-01-01,2025-12-31,ACTIVO
354,15,222,300728.01,2024-01-01,2025-12-31,ACTIVO
355,15,357,408296.77,2024-01-01,2025-12-31,ACTIVO
356,15,121,63939.07,2024-01-01,2025-12-31,ACTIVO
357,15,351,31409.58,2024-01-01,2025-12-31,ACTIVO
358,15,455,178804.83,2024-01-01,2025-12-31,ACTIVO
359,15,267,292091.68,2024-01-01,2025-12-31,ACTIVO
360,15,328,380119.39,2024-01-01,2025-12-31,ACTIVO
361,15,231,207831.16,2024-01-01,2025-12-31,ACTIVO
362,15,356,423711.74,2024-01-01,2025-12-31,ACTIVO
363,15,413,49683.92,2024-01-01,2025-12-31,ACTIVO
364,16,381,375384.24,2024-01-01,2025-12-31,ACTIVO
365,16,192,251105.46,2024-01-01,2025-12-31,ACTIVO
366,16,268,39638.76,2024-01-01,2025-12-31,ACTIVO
367,16,346,405113.53,2024-01-01,2025-12-31,ACTIVO
368,16,361,277522.24,2024-01-01,2025-12-31,ACTIVO
369,16,58,358257.4,2024-01-01,2025-12-31,ACTIVO
370,16,217,185777.4,2024-01-01,2025-12-31,ACTIVO
371,16,61,409169.3,2024-01-01,2025-12-31,ACTIVO
372,16,11,254772.26,2024-01-01,2025-12-31,ACTIVO
373,16,469,198296.4,2024-01-01,2025-12-31,ACTIVO
374,16,165,51591.71,2024-01-01,2025-12-31,ACTIVO
375,16,329,52809.01,2024-01-01,2025-12-31,ACTIVO
376,16,252,196383.03,2024-01-01,2025-12-31,ACTIVO
377,16,120,65884.29,2024-01-01,2025-12-31,ACTIVO
378,16,496,199957.98,2024-01-01,2025-12-31,ACTIVO
379,16,389,52440.34,2024-01-01,2025-12-31,ACTIVO
380,16,310,385287.92,2024-01-01,2025-12-31,ACTIVO
381,16,404,405103.84,2024-01-01,2025-12-31,ACTIVO
382,16,325,49400.52,2024-01-01,2025-12-31,ACTIVO
383,16,167,365030.43,2024-01-01,2025-12-31,ACTIVO
384,16,8,328753.1,2024-01-01,2025-12-31,ACTIVO
385,17,362,289325.36,2024-01-01,2025-12-31,ACTIVO
386,17,120,63233.69,2024-01-01,2025-12-31,ACTIVO
387,17,121,333769.41,2024-01-01,2025-12-31,ACTIVO
388,17,355,378310.96,2024-01-01,2025-12-31,ACTIVO
389,17,21,68049.04,2024-01-01,2025-12-31,ACTIVO
390,17,45,115759.1,2024-01-01,2025-12-31,ACTIVO
391,17,442,432951.08,2024-01-01,2025-12-31,ACTIVO
392,17,141,242429.53,2024-01-01,2025-12-31,ACTIVO
393,17,344,256244.32,2024-01-01,2025-12-31,ACTIVO
394,17,477,199833.72,2024-01-01,2025-12-31,ACTIVO
395,17,160,3096.96,2024-01-01,2025-12-31,ACTIVO
396,17,428,38518.32,2024-01-01,2025-12-31,ACTIVO
397,17,452,382092.72,2024-01-01,2025-12-31,ACTIVO
398,17,416,352469.75,2024-01-01,2025-12-31,ACTIVO
399,17,483,341314.49,2024-01-01,2025-12-31,ACTIVO
400,17,393,104631.82,2024-01-01,2025-12-31,ACTIVO
401,17,338,140147.12,2024-01-01,2025-12-31,ACTIVO
402,17,206,96399.91,2024-01-01,2025-12-31,ACTIVO
403,17,77,341439.71,2024-01-01,2025-12-31,ACTIVO
404,17,293,230729.6,2024-01-01,2025-12-31,ACTIVO
405,17,498,34899.34,2024-01-01,2025-12-31,ACTIVO
406,17,271,183491.22,2024-01-01,2025-12-31,ACTIVO
407,17,412,90739.77,2024-01-01,2025-12-31,ACTIVO
408,17,274,265367.52,2024-01-01,2025-12-31,ACTIVO
409,17,155,4266.62,2024-01-01,2025-12-31,ACTIVO
410,17,259,134054.79,2024-01-01,2025-12-31,ACTIVO
411,17,174,137733.87,2024-01-01,2025-12-31,ACTIVO
412,17,382,263659.74,2024-01-01,2025-12-31,ACTIVO
413,17,237,47356.29,2024-01-01,2025-12-31,ACTIVO
414,17,224,100480.23,2024-01-01,2025-12-31,ACTIVO
415,17,191,376685.18,2024-01-01,2025-12-31,ACTIVO
416,17,139,42565.78,2024-01-01,2025-12-31,ACTIVO
417,17,42,213594.29,2024-01-01,2025-12-31,ACTIVO
418,17,51,264715.87,2024-01-01,2025-12-31,ACTIVO
419,17,47,41053.9,2024-01-01,2025-12-31,ACTIVO
420,17,499,217516.44,2024-01-01,2025-12-31,ACTIVO
421,17,241,211503.76,2024-01-01,2025-12-31,ACTIVO
422,17,203,343706.96,2024-01-01,2025-12-31,ACTIVO
423,17,365,445884.59,2024-01-01,2025-12-31,ACTIVO
424,17,254,314327.9,2024-01-01,2025-12-31,ACTIVO
425,17,13,151447.48,2024-01-01,2025-12-31,ACTIVO
426,18,282,264421.08,2024-01-01,2025-12-31,ACTIVO
427,18,359,358864.64,2024-01-01,2025-12-31,ACTIVO
428,18,277,220361.0,2024-01-01,2025-12-31,ACTIVO
429,18,113,133279.71,2024-01-01,2025-12-31,ACTIVO
430,18,460,205169.97,2024-01-01,2025-12-31,ACTIVO
431,18,136,67498.54,2024-01-01,2025-12-31,ACTIVO
432,18,42,174834.85,2024-01-01,2025-12-31,ACTIVO
433,18,212,192059.77,2024-01-01,2025-12-31,ACTIVO
434,18,346,225839.76,2024-01-01,2025-12-31,ACTIVO
435,18,16,381639.49,2024-01-01,2025-12-31,ACTIVO
