id,orden_id,tipo_evento,fecha_evento,payload
25,659,ORDEN_CONFIRMADA,2025-12-05 23:56:55,"{""evento_id"": ""25"", ""tipo"": ""ORDEN_CONFIRMADA""}"
26,159,ORDEN_CANCELADA,2025-11-08 21:15:45,"{""evento_id"": ""26"", ""tipo"": ""ORDEN_CANCELADA""}"
27,417,SLOT_RESERVADO,2025-05-27 03:08:47,"{""evento_id"": ""27"", ""tipo"": ""SLOT_RESERVADO""}"
28,809,ORDEN_ENTREGADA,2025-06-02 12:54:09,"{""evento_id"": ""28"", ""tipo"": ""ORDEN_ENTREGADA""}"
29,337,ORDEN_CONFIRMADA,2025-01-17 14:45:22,"{""evento_id"": ""29"", ""tipo"": ""ORDEN_CONFIRMADA""}"
30,980,ORDEN_CANCELADA,2025-05-15 09:49:27,"{""evento_id"": ""30"", ""tipo"": ""ORDEN_CANCELADA""}"
31,939,ORDEN_ENTREGADA,2025-07-05 03:25:56,"{""evento_id"": ""31"", ""tipo"": ""ORDEN_ENTREGADA""}"
32,902,ORDEN_ENTREGADA,2025-10-18 14:32:07,"{""evento_id"": ""32"", ""tipo"": ""ORDEN_ENTREGADA""}"
33,859,VALIDACION_FISCAL,2025-10-08 12:34:11,"{""evento_id"": ""33"", ""tipo"": ""VALIDACION_FISCAL""}"
34,411,ORDEN_CONFIRMADA,2025-06-19 04:38:47,"{""evento_id"": ""34"", ""tipo"": ""ORDEN_CONFIRMADA""}"
35,774,SLOT_RESERVADO,2025-06-15 05:04:05,"{""evento_id"": ""35"", ""tipo"": ""SLOT_RESERVADO""}"
36,544,SLOT_RESERVADO,2025-02-02 07:58:09,"{""evento_id"": ""36"", ""tipo"": ""SLOT_RESERVADO""}"
37,498,ORDEN_CONFIRMADA,2025-10-12 00:38:22,"{""evento_id"": ""37"", ""tipo"": ""ORDEN_CONFIRMADA""}"
38,241,ORDEN_ENTREGADA,2025-12-20 17:18:17,"{""evento_id"": ""38"", ""tipo"": ""ORDEN_ENTREGADA""}"
39,727,ORDEN_CONFIRMADA,2025-05-01 21:04:07,"{""evento_id"": ""39"", ""tipo"": ""ORDEN_CONFIRMADA""}"
40,673,ORDEN_CONFIRMADA,2025-06-23 13:31:38,"{""evento_id"": ""40"", ""tipo"": ""ORDEN_CONFIRMADA""}"
41,29,ORDEN_ENTREGADA,2025-03-31 11:10:26,"{""evento_id"": ""41"", ""tipo"": ""ORDEN_ENTREGADA""}"
42,223,SLOT_RESERVADO,2025-02-03 22:23:15,"{""evento_id"": ""42"", ""tipo"": ""SLOT_RESERVADO""}"
43,368,ORDEN_CANCELADA,2025-08-19 20:53:22,"{""evento_id"": ""43"", ""tipo"": ""ORDEN_CANCELADA""}"
44,409,ORDEN_CANCELADA,2025-03-12 11:10:48,"{""evento_id"": ""44"", ""tipo"": ""ORDEN_CANCELADA""}"
45,374,ORDEN_ENTREGADA,2025-08-17 20:13:28,"{""evento_id"": ""45"", ""tipo"": ""ORDEN_ENTREGADA""}"
46,905,ORDEN_CANCELADA,2025-06-14 18:39:07,"{""evento_id"": ""46"", ""tipo"": ""ORDEN_CANCELADA""}"
47,254,ORDEN_CREADA,2025-01-02 23:06:55,"{""evento_id"": ""47"", ""tipo"": ""ORDEN_CREADA""}"
48,66,ORDEN_CONFIRMADA,2025-07-23 12:24:10,"{""evento_id"": ""48"", ""tipo"": ""ORDEN_CONFIRMADA""}"
49,62,SLOT_RESERVADO,2025-04-09 14:30:45,"{""evento_id"": ""49"", ""tipo"": ""SLOT_RESERVADO""}"
50,774,ORDEN_CONFIRMADA,2025-05-23 15:35:35,"{""evento_id"": ""50"", ""tipo"": ""ORDEN_CONFIRMADA""}"
51,451,ORDEN_CREADA,2025-06-12 19:00:45,"{""evento_id"": ""51"", ""tipo"": ""ORDEN_CREADA""}"
52,177,ORDEN_CONFIRMADA,2025-08-12 16:40:50,"{""evento_id"": ""52"", ""tipo"": ""ORDEN_CONFIRMADA""}"
53,803,ORDEN_CANCELADA,2025-02-01 07:06:51,"{""evento_id"": ""53"", ""tipo"": ""ORDEN_CANCELADA""}"
54,142,VALIDACION_FISCAL,2025-01-07 04:50:59,"{""evento_id"": ""54"", ""tipo"": ""VALIDACION_FISCAL""}"
55,90,ORDEN_CREADA,2025-01-03 18:29:07,"{""evento_id"": ""55"", ""tipo"": ""ORDEN_CREADA""}"
56,340,ORDEN_CONFIRMADA,2025-08-22 11:16:25,"{""evento_id"": ""56"", ""tipo"": ""ORDEN_CONFIRMADA""}"
57,881,ORDEN_CANCELADA,2025-09-24 09:13:41,"{""evento_id"": ""57"", ""tipo"": ""ORDEN_CANCELADA""}"
58,167,VALIDACION_FISCAL,2025-09-14 13:24:31,"{""evento_id"": ""58"", ""tipo"": ""VALIDACION_FISCAL""}"
59,204,SLOT_RESERVADO,2025-04-12 08:10:24,"{""evento_id"": ""59"", ""tipo"": ""SLOT_RESERVADO""}"
60,363,ORDEN_CREADA,2025-06-25 10:04:33,"{""evento_id"": ""60"", ""tipo"": ""ORDEN_CREADA""}"
61,506,ORDEN_CREADA,2025-04-04 12:29:28,"{""evento_id"": ""61"", ""tipo"": ""ORDEN_CREADA""}"
62,222,ORDEN_CREADA,2025-11-22 09:22:17,"{""evento_id"": ""62"", ""tipo"": ""ORDEN_CREADA""}"
63,73,ORDEN_CANCELADA,2025-05-05 11:10:39,"{""evento_id"": ""63"", ""tipo"": ""ORDEN_CANCELADA""}"
64,651,SLOT_RESERVADO,2025-10-13 01:01:32,"{""evento_id"": ""64"", ""tipo"": ""SLOT_RESERVADO""}"
65,36,VALIDACION_FISCAL,2025-06-01 17:20:27,"{""evento_id"": ""65"", ""tipo"": ""VALIDACION_FISCAL""}"
66,104,ORDEN_CONFIRMADA,2025-08-28 05:46:52,"{""evento_id"": ""66"", ""tipo"": ""ORDEN_CONFIRMADA""}"
67,785,ORDEN_CREADA,2025-06-18 08:03:27,"{""evento_id"": ""67"", ""tipo"": ""ORDEN_CREADA""}"
68,737,ORDEN_CANCELADA,2025-02-03 05:19:20,"{""evento_id"": ""68"", ""tipo"": ""ORDEN_CANCELADA""}"
69,975,ORDEN_CANCELADA,2025-01-16 07:26:52,"{""evento_id"": ""69"", ""tipo"": ""ORDEN_CANCELADA""}"
70,678,VALIDACION_FISCAL,2025-05-04 03:06:52,"{""evento_id"": ""70"", ""tipo"": ""VALIDACION_FISCAL""}"
71,489,ORDEN_CONFIRMADA,2025-09-15 03:02:57,"{""evento_id"": ""71"", ""tipo"": ""ORDEN_CONFIRMADA""}"
72,637,SLOT_RESERVADO,2025-07-26 11:57:31,"{""evento_id"": ""72"", ""tipo"": ""SLOT_RESERVADO""}"
73,402,ORDEN_ENTREGADA,2025-02-02 00:21:59,"{""evento_id"": ""73"", ""tipo"": ""ORDEN_ENTREGADA""}"
74,752,ORDEN_ENTREGADA,2025-12-05 18:29:26,"{""evento_id"": ""74"", ""tipo"": ""ORDEN_ENTREGADA""}"
75,142,ORDEN_ENTREGADA,2025-01-31 01:16:21,"{""evento_id"": ""75"", ""tipo"": ""ORDEN_ENTREGADA""}"
76,870,ORDEN_CREADA,2025-03-10 03:44:31,"{""evento_id"": ""76"", ""tipo"": ""ORDEN_CREADA""}"
77,635,SLOT_RESERVADO,2025-05-29 02:11:33,"{""evento_id"": ""77"", ""tipo"": ""SLOT_RESERVADO""}"
78,302,SLOT_RESERVADO,2025-03-30 17:05:29,"{""evento_id"": ""78"", ""tipo"": ""SLOT_RESERVADO""}"
79,460,VALIDACION_FISCAL,2025-03-27 16:05:21,"{""evento_id"": ""79"", ""tipo"": ""VALIDACION_FISCAL""}"
80,909,ORDEN_CONFIRMADA,2025-03-18 23:55:43,"{""evento_id"": ""80"", ""tipo"": ""ORDEN_CONFIRMADA""}"
81,926,VALIDACION_FISCAL,2025-08-26 22:29:37,"{""evento_id"": ""81"", ""tipo"": ""VALIDACION_FISCAL""}"
82,630,ORDEN_CANCELADA,2025-04-21 08:55:47,"{""evento_id"": ""82"", ""tipo"": ""ORDEN_CANCELADA""}"
83,668,ORDEN_ENTREGADA,2025-06-16 19:07:32,"{""evento_id"": ""83"", ""tipo"": ""ORDEN_ENTREGADA""}"
84,677,SLOT_RESERVADO,2025-05-10 22:12:38,"{""evento_id"": ""84"", ""tipo"": ""SLOT_RESERVADO""}"
85,468,ORDEN_CONFIRMADA,2025-01-04 05:35:05,"{""evento_id"": ""85"", ""tipo"": ""ORDEN_CONFIRMADA""}"
86,169,ORDEN_CREADA,2025-11-08 13:38:40,"{""evento_id"": ""86"", ""tipo"": ""ORDEN_CREADA""}"
87,365,ORDEN_ENTREGADA,2025-02-06 18:51:20,"{""evento_id"": ""87"", ""tipo"": ""ORDEN_ENTREGADA""}"
88,900,ORDEN_ENTREGADA,2025-01-05 14:39:17,"{""evento_id"": ""88"", ""tipo"": ""ORDEN_ENTREGADA""}"
89,183,ORDEN_CANCELADA,2025-03-10 16:15:08,"{""evento_id"": ""89"", ""tipo"": ""ORDEN_CANCELADA""}"
90,507,SLOT_RESERVADO,2025-03-14 16:38:28,"{""evento_id"": ""90"", ""tipo"": ""SLOT_RESERVADO""}"
91,670,VALIDACION_FISCAL,2025-10-28 12:06:05,"{""evento_id"": ""91"", ""tipo"": ""VALIDACION_FISCAL""}"
92,506,ORDEN_CREADA,2025-10-25 23:37:45,"{""evento_id"": ""92"", ""tipo"": ""ORDEN_CREADA""}"
93,721,VALIDACION_FISCAL,2025-02-05 14:49:08,"{""evento_id"": ""93"", ""tipo"": ""VALIDACION_FISCAL""}"
94,206,ORDEN_ENTREGADA,2025-10-13 21:51:13,"{""evento_id"": ""94"", ""tipo"": ""ORDEN_ENTREGADA""}"
95,561,VALIDACION_FISCAL,2025-10-29 08:11:56,"{""evento_id"": ""95"", ""tipo"": ""VALIDACION_FISCAL""}"
96,543,ORDEN_CONFIRMADA,2025-02-02 11:14:53,"{""evento_id"": ""96"", ""tipo"": ""ORDEN_CONFIRMADA""}"
97,984,ORDEN_CANCELADA,2025-05-06 19:49:05,"{""evento_id"": ""97"", ""tipo"": ""ORDEN_CANCELADA""}"
98,748,ORDEN_ENTREGADA,2025-02-11 11:30:51,"{""evento_id"": ""98"", ""tipo"": ""ORDEN_ENTREGADA""}"
99,939,VALIDACION_FISCAL,2025-10-03 17:20:43,"{""evento_id"": ""99"", ""tipo"": ""VALIDACION_FISCAL""}"
100,544,SLOT_RESERVADO,2025-12-23 13:57:11,"{""evento_id"": ""100"", ""tipo"": ""SLOT_RESERVADO""}"
101,855,ORDEN_CREADA,2025-08-04 04:34:12,"{""evento_id"": ""101"", ""tipo"": ""ORDEN_CREADA""}"
102,518,VALIDACION_FISCAL,2025-01-04 22:00:52,"{""evento_id"": ""102"", ""tipo"": ""VALIDACION_FISCAL""}"
103,4,VALIDACION_FISCAL,2025-08-03 00:42:01,"{""evento_id"": ""103"", ""tipo"": ""VALIDACION_FISCAL""}"
104,769,ORDEN_CONFIRMADA,2025-02-07 22:38:41,"{""evento_id"": ""104"", ""tipo"": ""ORDEN_CONFIRMADA""}"
105,790,ORDEN_CONFIRMADA,2025-05-13 20:20:42,"{""evento_id"": ""105"", ""tipo"": ""ORDEN_CONFIRMADA""}"
106,419,ORDEN_ENTREGADA,2025-11-30 18:47:01,"{""evento_id"": ""106"", ""tipo"": ""ORDEN_ENTREGADA""}"
107,692,ORDEN_CONFIRMADA,2025-04-10 10:47:56,"{""evento_id"": ""107"", ""tipo"": ""ORDEN_CONFIRMADA""}"
108,105,ORDEN_CONFIRMADA,2025-09-21 14:56:05,"{""evento_id"": ""108"", ""tipo"": ""ORDEN_CONFIRMADA""}"
109,868,ORDEN_CANCELADA,2025-03-26 01:28:32,"{""evento_id"": ""109"", ""tipo"": ""ORDEN_CANCELADA""}"
110,49,SLOT_RESERVADO,2025-04-16 11:01:42,"{""evento_id"": ""110"", ""tipo"": ""SLOT_RESERVADO""}"
111,569,ORDEN_CANCELADA,2025-04-29 18:23:34,"{""evento_id"": ""111"", ""tipo"": ""ORDEN_CANCELADA""}"
112,239,ORDEN_CREADA,2025-12-04 13:40:22,"{""evento_id"": ""112"", ""tipo"": ""ORDEN_CREADA""}"
113,272,ORDEN_CONFIRMADA,2025-01-27 21:10:07,"{""evento_id"": ""113"", ""tipo"": ""ORDEN_CONFIRMADA""}"
114,155,VALIDACION_FISCAL,2025-10-19 09:02:45,"{""evento_id"": ""114"", ""tipo"": ""VALIDACION_FISCAL""}"
115,152,ORDEN_CREADA,2025-07-14 04:52:50,"{""evento_id"": ""115"", ""tipo"": ""ORDEN_CREADA""}"
116,502,ORDEN_CANCELADA,2025-09-13 21:22:03,"{""evento_id"": ""116"", ""tipo"": ""ORDEN_CANCELADA""}"
117,164,ORDEN_ENTREGADA,2025-04-25 21:36:34,"{""evento_id"": ""117"", ""tipo"": ""ORDEN_ENTREGADA""}"
118,472,SLOT_RESERVADO,2025-09-30 06:00:54,"{""evento_id"": ""118"", ""tipo"": ""SLOT_RESERVADO""}"
119,953,ORDEN_CONFIRMADA,2025-03-01 08:07:22,"{""evento_id"": ""119"", ""tipo"": ""ORDEN_CONFIRMADA""}"
120,491,ORDEN_CANCELADA,2025-08-10 18:56:27,"{""evento_id"": ""120"", ""tipo"": ""ORDEN_CANCELADA""}"
121,809,ORDEN_CREADA,2025-10-15 21:18:33,"{""evento_id"": ""121"", ""tipo"": ""ORDEN_CREADA""}"
122,779,ORDEN_ENTREGADA,2025-12-13 07:01:46,"{""evento_id"": ""122"", ""tipo"": ""ORDEN_ENTREGADA""}"
123,848,ORDEN_CONFIRMADA,2025-07-29 17:40:13,"{""evento_id"": ""123"", ""tipo"": ""ORDEN_CONFIRMADA""}"
124,262,VALIDACION_FISCAL,2025-11-21 11:16:53,"{""evento_id"": ""124"", ""tipo"": ""VALIDACION_FISCAL""}"
125,582,ORDEN_ENTREGADA,2025-05-25 06:31:53,"{""evento_id"": ""125"", ""tipo"": ""ORDEN_ENTREGADA""}"
126,429,VALIDACION_FISCAL,2025-10-09 17:45:03,"{""evento_id"": ""126"", ""tipo"": ""VALIDACION_FISCAL""}"
127,204,ORDEN_ENTREGADA,2025-04-22 23:00:21,"{""evento_id"": ""127"", ""tipo"": ""ORDEN_ENTREGADA""}"
128,657,ORDEN_ENTREGADA,2025-10-03 09:19:31,"{""evento_id"": ""128"", ""tipo"": ""ORDEN_ENTREGADA""}"
129,329,SLOT_RESERVADO,2025-07-28 09:52:48,"{""evento_id"": ""129"", ""tipo"": ""SLOT_RESERVADO""}"
130,774,ORDEN_CREADA,2025-09-08 10:09:57,"{""evento_id"": ""130"", ""tipo"": ""ORDEN_CREADA""}"
131,987,SLOT_RESERVADO,2025-01-26 13:22:02,"{""evento_id"": ""131"", ""tipo"": ""SLOT_RESERVADO""}"
132,122,ORDEN_CONFIRMADA,2025-12-29 11:33:03,"{""evento_id"": ""132"", ""tipo"": ""ORDEN_CONFIRMADA""}"
133,51,VALIDACION_FISCAL,2025-09-05 11:06:04,"{""evento_id"": ""133"", ""tipo"": ""VALIDACION_FISCAL""}"
134,987,VALIDACION_FISCAL,2025-12-20 22:33:16,"{""evento_id"": ""134"", ""tipo"": ""VALIDACION_FISCAL""}"
135,481,ORDEN_ENTREGADA,2025-03-09 23:57:21,"{""evento_id"": ""135"", ""tipo"": ""ORDEN_ENTREGADA""}"
136,965,SLOT_RESERVADO,2025-02-24 17:48:25,"{""evento_id"": ""136"", ""tipo"": ""SLOT_RESERVADO""}"
137,779,VALIDACION_FISCAL,2025-09-29 05:47:47,"{""evento_id"": ""137"", ""tipo"": ""VALIDACION_FISCAL""}"
138,176,ORDEN_CANCELADA,2025-12-21 09:04:59,"{""evento_id"": ""138"", ""tipo"": ""ORDEN_CANCELADA""}"
139,977,SLOT_RESERVADO,2025-08-25 15:07:02,"{""evento_id"": ""139"", ""tipo"": ""SLOT_RESERVADO""}"
140,124,ORDEN_CONFIRMADA,2025-04-20 21:10:40,"{""evento_id"": ""140"", ""tipo"": ""ORDEN_CONFIRMADA""}"
141,232,ORDEN_CONFIRMADA,2025-06-22 12:33:32,"{""evento_id"": ""141"", ""tipo"": ""ORDEN_CONFIRMADA""}"
142,285,SLOT_RESERVADO,2025-09-11 05:48:06,"{""evento_id"": ""142"", ""tipo"": ""SLOT_RESERVADO""}"
143,841,VALIDACION_FISCAL,2025-09-30 03:54:11,"{""evento_id"": ""143"", ""tipo"": ""VALIDACION_FISCAL""}"
144,214,ORDEN_CREADA,2025-04-07 00:18:26,"{""evento_id"": ""144"", ""tipo"": ""ORDEN_CREADA""}"
145,903,ORDEN_ENTREGADA,2025-05-19 00:21:22,"{""evento_id"": ""145"", ""tipo"": ""ORDEN_ENTREGADA""}"
146,111,ORDEN_CONFIRMADA,2025-01-07 17:15:59,"{""evento_id"": ""146"", ""tipo"": ""ORDEN_CONFIRMADA""}"
147,896,ORDEN_CONFIRMADA,2025-01-12 03:00:23,"{""evento_id"": ""147"", ""tipo"": ""ORDEN_CONFIRMADA""}"
148,669,VALIDACION_FISCAL,2025-02-03 00:44:30,"{""evento_id"": ""148"", ""tipo"": ""VALIDACION_FISCAL""}"
149,39,ORDEN_CONFIRMADA,2025-07-29 21:42:08,"{""evento_id"": ""149"", ""tipo"": ""ORDEN_CONFIRMADA""}"
150,570,VALIDACION_FISCAL,2025-08-06 21:21:30,"{""evento_id"": ""150"", ""tipo"": ""VALIDACION_FISCAL""}"
151,989,VALIDACION_FISCAL,2025-07-25 02:51:55,"{""evento_id"": ""151"", ""tipo"": ""VALIDACION_FISCAL""}"
152,749,ORDEN_CONFIRMADA,2025-09-13 23:09:32,"{""evento_id"": ""152"", ""tipo"": ""ORDEN_CONFIRMADA""}"
153,981,ORDEN_CONFIRMADA,2025-08-18 04:38:22,"{""evento_id"": ""153"", ""tipo"": ""ORDEN_CONFIRMADA""}"
154,423,SLOT_RESERVADO,2025-10-28 15:56:18,"{""evento_id"": ""154"", ""tipo"": ""SLOT_RESERVADO""}"
155,732,VALIDACION_FISCAL,2025-02-27 00:50:53,"{""evento_id"": ""155"", ""tipo"": ""VALIDACION_FISCAL""}"
156,588,SLOT_RESERVADO,2025-03-22 15:08:35,"{""evento_id"": ""156"", ""tipo"": ""SLOT_RESERVADO""}"
157,842,ORDEN_ENTREGADA,2025-07-08 08:07:08,"{""evento_id"": ""157"", ""tipo"": ""ORDEN_ENTREGADA""}"
158,903,SLOT_RESERVADO,2025-06-07 06:27:58,"{""evento_id"": ""158"", ""tipo"": ""SLOT_RESERVADO""}"
159,187,ORDEN_ENTREGADA,2025-04-06 20:53:49,"{""evento_id"": ""159"", ""tipo"": ""ORDEN_ENTREGADA""}"
160,902,ORDEN_CONFIRMADA,2025-11-20 00:50:09,"{""evento_id"": ""160"", ""tipo"": ""ORDEN_CONFIRMADA""}"
161,366,ORDEN_CREADA,2025-07-10 00:36:33,"{""evento_id"": ""161"", ""tipo"": ""ORDEN_CREADA""}"
162,30,ORDEN_ENTREGADA,2025-12-27 19:00:45,"{""evento_id"": ""162"", ""tipo"": ""ORDEN_ENTREGADA""}"
163,76,ORDEN_CONFIRMADA,2025-08-19 14:36:39,"{""evento_id"": ""163"", ""tipo"": ""ORDEN_CONFIRMADA""}"
164,528,ORDEN_CONFIRMADA,2025-01-02 20:09:43,"{""evento_id"": ""164"", ""tipo"": ""ORDEN_CONFIRMADA""}"
165,996,VALIDACION_FISCAL,2025-03-18 15:44:32,"{""evento_id"": ""165"", ""tipo"": ""VALIDACION_FISCAL""}"
166,885,SLOT_RESERVADO,2025-01-12 21:36:39,"{""evento_id"": ""166"", ""tipo"": ""SLOT_RESERVADO""}"
167,239,SLOT_RESERVADO,2025-04-15 02:24:01,"{""evento_id"": ""167"", ""tipo"": ""SLOT_RESERVADO""}"
168,173,ORDEN_CANCELADA,2025-06-23 10:28:30,"{""evento_id"": ""168"", ""tipo"": ""ORDEN_CANCELADA""}"
169,609,VALIDACION_FISCAL,2025-05-26 01:18:23,"{""evento_id"": ""169"", ""tipo"": ""VALIDACION_FISCAL""}"
170,982,ORDEN_CREADA,2025-12-05 04:20:11,"{""evento_id"": ""170"", ""tipo"": ""ORDEN_CREADA""}"
171,50,ORDEN_CANCELADA,2025-03-09 08:59:04,"{""evento_id"": ""171"", ""tipo"": ""ORDEN_CANCELADA""}"
172,99,ORDEN_CREADA,2025-08-28 05:20:57,"{""evento_id"": ""172"", ""tipo"": ""ORDEN_CREADA""}"
173,999,ORDEN_ENTREGADA,2025-06-27 02:33:37,"{""evento_id"": ""173"", ""tipo"": ""ORDEN_ENTREGADA""}"
174,764,SLOT_RESERVADO,2025-09-04 07:15:50,"{""evento_id"": ""174"", ""tipo"": ""SLOT_RESERVADO""}"
175,315,VALIDACION_FISCAL,2025-07-25 14:00:44,"{""evento_id"": ""175"", ""tipo"": ""VALIDACION_FISCAL""}"
176,520,VALIDACION_FISCAL,2025-08-02 07:12:13,"{""evento_id"": ""176"", ""tipo"": ""VALIDACION_FISCAL""}"
177,576,ORDEN_ENTREGADA,2025-12-14 18:29:28,"{""evento_id"": ""177"", ""tipo"": ""ORDEN_ENTREGADA""}"
178,380,VALIDACION_FISCAL,2025-09-12 22:03:01,"{""evento_id"": ""178"", ""tipo"": ""VALIDACION_FISCAL""}"
179,246,VALIDACION_FISCAL,2025-10-17 05:24:54,"{""evento_id"": ""179"", ""tipo"": ""VALIDACION_FISCAL""}"
180,715,VALIDACION_FISCAL,2025-06-11 08:41:46,"{""evento_id"": ""180"", ""tipo"": ""VALIDACION_FISCAL""}"
181,855,VALIDACION_FISCAL,2025-01-30 19:25:30,"{""evento_id"": ""181"", ""tipo"": ""VALIDACION_FISCAL""}"
182,893,SLOT_RESERVADO,2025-10-19 04:01:23,"{""evento_id"": ""182"", ""tipo"": ""SLOT_RESERVADO""}"
183,551,SLOT_RESERVADO,2025-04-15 21:09:15,"{""evento_id"": ""183"", ""tipo"": ""SLOT_RESERVADO""}"
184,86,ORDEN_CONFIRMADA,2025-11-22 23:31:24,"{""evento_id"": ""184"", ""tipo"": ""ORDEN_CONFIRMADA""}"
185,345,SLOT_RESERVADO,2025-12-06 05:26:19,"{""evento_id"": ""185"", ""tipo"": ""SLOT_RESERVADO""}"
186,68,ORDEN_ENTREGADA,2025-10-21 01:01:35,"{""evento_id"": ""186"", ""tipo"": ""ORDEN_ENTREGADA""}"
187,912,ORDEN_CONFIRMADA,2025-03-27 10:46:38,"{""evento_id"": ""187"", ""tipo"": ""ORDEN_CONFIRMADA""}"
188,164,ORDEN_ENTREGADA,2025-11-23 06:35:29,"{""evento_id"": ""188"", ""tipo"": ""ORDEN_ENTREGADA""}"
189,143,VALIDACION_FISCAL,2025-09-27 05:12:23,"{""evento_id"": ""189"", ""tipo"": ""VALIDACION_FISCAL""}"
190,951,ORDEN_ENTREGADA,2025-03-09 20:27:55,"{""evento_id"": ""190"", ""tipo"": ""ORDEN_ENTREGADA""}"
191,743,SLOT_RESERVADO,2025-11-07 07:22:59,"{""evento_id"": ""191"", ""tipo"": ""SLOT_RESERVADO""}"
192,922,ORDEN_CREADA,2025-12-28 08:26:20,"{""evento_id"": ""192"", ""tipo"": ""ORDEN_CREADA""}"
193,639,ORDEN_CANCELADA,2025-01-06 02:34:30,"{""evento_id"": ""193"", ""tipo"": ""ORDEN_CANCELADA""}"
194,896,ORDEN_CANCELADA,2025-09-10 15:35:14,"{""evento_id"": ""194"", ""tipo"": ""ORDEN_CANCELADA""}"
195,689,SLOT_RESERVADO,2025-10-04 13:37:54,"{""evento_id"": ""195"", ""tipo"": ""SLOT_RESERVADO""}"
196,24,ORDEN_CREADA,2025-03-22 01:05:13,"{""evento_id"": ""196"", ""tipo"": ""ORDEN_CREADA""}"
197,574,VALIDACION_FISCAL,2025-03-20 04:54:10,"{""evento_id"": ""197"", ""tipo"": ""VALIDACION_FISCAL""}"
198,496,ORDEN_ENTREGADA,2025-03-05 20:22:48,"{""evento_id"": ""198"", ""tipo"": ""ORDEN_ENTREGADA""}"
199,776,ORDEN_ENTREGADA,2025-03-08 17:07:24,"{""evento_id"": ""199"", ""tipo"": ""ORDEN_ENTREGADA""}"
200,278,VALIDACION_FISCAL,2025-08-16 19:23:43,"{""evento_id"": ""200"", ""tipo"": ""VALIDACION_FISCAL""}"
201,912,SLOT_RESERVADO,2025-12-25 20:55:40,"{""evento_id"": ""201"", ""tipo"": ""SLOT_RESERVADO""}"
